YEAR,MONTH,OP_UNIQUE_CARRIER,ORIGIN,DEST,flights,avg_arr_delay,avg_dep_delay
2019,7,DL,ATL,ORD,4,13.0,14.0
2019,7,DL,ATL,SFO,4,11.75,10.5
2019,7,DL,DEN,DFW,1,5.0,18.0
2019,7,DL,DEN,JFK,1,30.0,17.0
2019,7,DL,DEN,MCO,4,5.25,16.25
2019,7,DL,DEN,ORD,2,8.0,11.0
2019,7,DL,DEN,SEA,3,8.666666666666666,2.0
2019,7,DL,DEN,SFO,5,11.2,9.6
2019,7,DL,DFW,ATL,3,10.333333333333334,3.3333333333333335
2019,7,DL,DFW,DEN,1,13.0,2.0
2019,7,DL,DFW,JFK,1,7.0,10.0
2019,7,DL,DFW,LAX,4,6.5,11.5
2019,7,DL,DFW,MCO,4,16.25,4.75
2019,7,DL,DFW,ORD,5,8.0,11.4
2019,7,DL,DFW,SEA,2,13.5,8.5
2019,7,DL,JFK,ATL,2,21.5,5.5
2019,7,DL,JFK,DEN,2,7.0,2.0
2019,7,DL,JFK,DFW,3,8.666666666666666,13.0
2019,7,DL,JFK,LAX,4,3.5,5.25
2019,7,DL,JFK,MCO,3,2.0,4.0
2019,7,DL,JFK,SEA,2,17.0,14.0
2019,7,DL,JFK,SFO,1,27.0,16.0
2019,7,DL,LAX,ATL,3,12.333333333333334,8.333333333333334
2019,7,DL,LAX,DEN,4,8.5,9.5
2019,7,DL,LAX,DFW,2,4.0,16.5
2019,7,DL,LAX,JFK,2,13.0,9.5
2019,7,DL,LAX,MCO,2,7.5,14.5
2019,7,DL,LAX,ORD,4,14.5,10.0
2019,7,DL,LAX,SEA,1,11.0,8.0
2019,7,DL,LAX,SFO,4,6.75,9.0
2019,7,DL,MCO,ATL,2,6.5,8.0
2019,7,DL,MCO,DFW,1,22.0,0.0
2019,7,DL,MCO,JFK,1,14.0,3.0
2019,7,DL,MCO,LAX,1,3.0,1.0
2019,7,DL,MCO,SEA,4,10.5,8.75
2019,7,DL,MCO,SFO,2,3.5,9.0
2019,7,DL,ORD,DEN,2,12.5,8.5
2019,7,DL,ORD,DFW,2,2.0,4.0
2019,7,DL,ORD,JFK,5,12.2,9.2
2019,7,DL,ORD,LAX,2,3.0,13.0
2019,7,DL,ORD,MCO,3,11.333333333333334,9.333333333333334
2019,7,DL,ORD,SEA,3,14.666666666666666,14.333333333333334
2019,7,DL,ORD,SFO,1,12.0,16.0
2019,7,DL,SEA,ATL,2,5.5,11.0
2019,7,DL,SEA,DFW,1,9.0,9.0
2019,7,DL,SEA,LAX,3,7.0,12.0
2019,7,DL,SEA,ORD,4,9.25,9.75
2019,7,DL,SFO,DEN,1,20.0,12.0
2019,7,DL,SFO,DFW,1,5.0,19.0
2019,7,DL,SFO,JFK,6,5.166666666666667,9.5
2019,7,DL,SFO,LAX,4,7.0,5.25
2019,7,DL,SFO,MCO,1,0.0,27.0
2019,7,DL,SFO,ORD,2,13.0,7.0
2019,7,DL,SFO,SEA,4,10.0,13.25
2019,7,UA,ATL,DEN,2,12.0,8.5
2019,7,UA,ATL,JFK,1,17.0,17.0
2019,7,UA,ATL,LAX,3,9.0,10.0
2019,7,UA,ATL,MCO,3,4.333333333333333,14.666666666666666
2019,7,UA,ATL,ORD,2,5.0,8.5
2019,7,UA,ATL,SEA,2,4.5,12.0
2019,7,UA,DEN,ATL,4,12.0,5.0
2019,7,UA,DEN,DFW,6,9.5,10.5
2019,7,UA,DEN,JFK,1,9.0,17.0
2019,7,UA,DEN,LAX,2,12.5,21.5
2019,7,UA,DEN,MCO,3,4.666666666666667,0.6666666666666666
2019,7,UA,DEN,ORD,5,10.8,7.6
2019,7,UA,DEN,SEA,2,9.0,2.5
2019,7,UA,DFW,ATL,3,13.666666666666666,4.0
2019,7,UA,DFW,DEN,2,7.0,8.0
2019,7,UA,DFW,JFK,1,7.0,4.0
2019,7,UA,DFW,LAX,2,5.5,15.5
2019,7,UA,DFW,MCO,3,7.333333333333333,11.333333333333334
2019,7,UA,DFW,ORD,4,8.25,2.5
2019,7,UA,DFW,SEA,4,14.0,8.25
2019,7,UA,DFW,SFO,1,27.0,10.0
2019,7,UA,JFK,ATL,3,15.0,7.0
2019,7,UA,JFK,DEN,2,10.0,12.5
2019,7,UA,JFK,DFW,2,10.0,0.0
2019,7,UA,JFK,LAX,2,10.0,6.5
2019,7,UA,JFK,MCO,4,13.5,9.5
2019,7,UA,JFK,ORD,5,6.4,9.8
2019,7,UA,JFK,SEA,2,10.0,20.0
2019,7,UA,LAX,DEN,4,6.0,5.25
2019,7,UA,LAX,DFW,4,8.5,9.75
2019,7,UA,LAX,JFK,2,1.5,19.0
2019,7,UA,LAX,MCO,3,5.333333333333333,6.333333333333333
2019,7,UA,LAX,ORD,2,19.0,6.5
2019,7,UA,LAX,SEA,3,13.0,17.333333333333332
2019,7,UA,LAX,SFO,2,7.0,6.0
2019,7,UA,MCO,ATL,3,14.666666666666666,10.666666666666666
2019,7,UA,MCO,DEN,4,7.0,11.0
2019,7,UA,MCO,DFW,4,7.75,13.0
2019,7,UA,MCO,JFK,1,23.0,19.0
2019,7,UA,MCO,LAX,3,14.666666666666666,15.333333333333334
2019,7,UA,MCO,ORD,1,5.0,25.0
2019,7,UA,MCO,SEA,3,7.666666666666667,9.0
2019,7,UA,MCO,SFO,5,7.6,5.6
2019,7,UA,ORD,ATL,2,11.0,13.0
2019,7,UA,ORD,DEN,4,10.5,8.5
2019,7,UA,ORD,JFK,2,10.0,11.5
2019,7,UA,ORD,LAX,3,7.0,9.0
2019,7,UA,ORD,MCO,1,15.0,11.0
2019,7,UA,ORD,SEA,2,7.5,6.0
2019,7,UA,ORD,SFO,1,10.0,1.0
2019,7,UA,SEA,ATL,3,6.666666666666667,6.333333333333333
2019,7,UA,SEA,DFW,1,7.0,13.0
2019,7,UA,SEA,JFK,1,8.0,2.0
2019,7,UA,SEA,LAX,6,10.166666666666666,6.833333333333333
2019,7,UA,SEA,MCO,4,13.25,11.75
2019,7,UA,SEA,ORD,2,15.0,10.5
2019,7,UA,SEA,SFO,1,0.0,25.0
2019,7,UA,SFO,ATL,4,9.25,9.75
2019,7,UA,SFO,DEN,1,8.0,8.0
2019,7,UA,SFO,JFK,6,14.5,12.833333333333334
2019,7,UA,SFO,LAX,4,8.75,14.25
2019,7,UA,SFO,ORD,2,15.5,7.0
2019,7,UA,SFO,SEA,2,8.0,10.0
2019,7,WN,ATL,DEN,1,10.0,11.0
2019,7,WN,ATL,DFW,2,9.0,19.0
2019,7,WN,ATL,JFK,4,5.0,7.25
2019,7,WN,ATL,LAX,1,13.0,17.0
2019,7,WN,ATL,MCO,1,28.0,21.0
2019,7,WN,ATL,ORD,3,1.0,5.666666666666667
2019,7,WN,ATL,SEA,3,7.0,11.0
2019,7,WN,ATL,SFO,3,6.666666666666667,5.666666666666667
2019,7,WN,DEN,ATL,4,8.25,16.0
2019,7,WN,DEN,DFW,4,8.5,9.0
2019,7,WN,DEN,JFK,2,6.5,9.0
2019,7,WN,DEN,LAX,2,13.0,13.0
2019,7,WN,DEN,MCO,3,3.3333333333333335,13.0
2019,7,WN,DEN,ORD,1,19.0,0.0
2019,7,WN,DEN,SEA,2,17.5,6.0
2019,7,WN,DEN,SFO,4,14.5,10.5
2019,7,WN,DFW,ATL,3,9.0,9.0
2019,7,WN,DFW,DEN,7,9.571428571428571,9.285714285714286
2019,7,WN,DFW,LAX,4,9.5,2.5
2019,7,WN,DFW,MCO,3,8.0,11.666666666666666
2019,7,WN,DFW,ORD,3,12.0,17.0
2019,7,WN,DFW,SEA,2,7.5,9.5
2019,7,WN,DFW,SFO,2,22.0,16.0
2019,7,WN,JFK,ATL,3,17.0,19.0
2019,7,WN,JFK,DEN,3,16.0,14.0
2019,7,WN,JFK,DFW,5,5.0,5.6
2019,7,WN,JFK,LAX,4,8.0,9.5
2019,7,WN,JFK,MCO,2,2.0,9.5
2019,7,WN,JFK,ORD,3,6.333333333333333,6.666666666666667
2019,7,WN,JFK,SEA,1,17.0,18.0
2019,7,WN,JFK,SFO,3,8.333333333333334,8.666666666666666
2019,7,WN,LAX,ATL,2,6.0,15.0
2019,7,WN,LAX,DEN,3,18.333333333333332,11.333333333333334
2019,7,WN,LAX,JFK,1,15.0,0.0
2019,7,WN,LAX,MCO,3,12.333333333333334,11.333333333333334
2019,7,WN,LAX,ORD,1,13.0,17.0
2019,7,WN,LAX,SEA,3,9.0,17.0
2019,7,WN,LAX,SFO,2,12.0,1.0
2019,7,WN,MCO,ATL,3,14.0,10.333333333333334
2019,7,WN,MCO,DEN,1,18.0,27.0
2019,7,WN,MCO,JFK,2,7.5,1.5
2019,7,WN,MCO,LAX,3,8.0,7.0
2019,7,WN,MCO,ORD,2,18.0,5.0
2019,7,WN,MCO,SEA,5,12.0,6.8
2019,7,WN,MCO,SFO,3,6.0,4.333333333333333
2019,7,WN,ORD,ATL,3,8.333333333333334,14.0
2019,7,WN,ORD,DEN,5,12.0,13.0
2019,7,WN,ORD,JFK,4,7.5,13.25
2019,7,WN,ORD,LAX,2,8.0,17.0
2019,7,WN,ORD,MCO,1,7.0,24.0
2019,7,WN,ORD,SEA,5,11.6,11.0
2019,7,WN,ORD,SFO,6,7.333333333333333,11.333333333333334
2019,7,WN,SEA,ATL,2,3.5,14.5
2019,7,WN,SEA,DFW,3,5.666666666666667,16.0
2019,7,WN,SEA,JFK,6,11.0,10.5
2019,7,WN,SEA,LAX,4,5.25,14.75
2019,7,WN,SEA,MCO,5,9.2,11.0
2019,7,WN,SEA,ORD,1,15.0,0.0
2019,7,WN,SEA,SFO,1,0.0,2.0
2019,7,WN,SFO,ATL,3,9.0,4.333333333333333
2019,7,WN,SFO,DFW,4,10.5,7.75
2019,7,WN,SFO,JFK,4,6.5,7.5
2019,7,WN,SFO,LAX,6,16.333333333333332,16.833333333333332
2019,7,WN,SFO,MCO,3,8.333333333333334,8.333333333333334
2019,7,WN,SFO,ORD,5,12.2,8.6
2019,7,WN,SFO,SEA,3,11.666666666666666,10.0
2019,8,AA,ATL,DFW,2,0.0,9.5
2019,8,AA,ATL,LAX,2,15.5,12.0
2019,8,AA,ATL,SEA,2,11.0,6.0
2019,8,AA,ATL,SFO,3,9.333333333333334,10.0
2019,8,AA,DEN,ATL,2,11.0,3.0
2019,8,AA,DEN,JFK,7,5.714285714285714,8.285714285714286
2019,8,AA,DEN,LAX,3,14.0,11.333333333333334
2019,8,AA,DEN,MCO,2,0.5,13.0
2019,8,AA,DEN,ORD,4,3.25,5.25
2019,8,AA,DEN,SEA,3,6.0,1.3333333333333333
2019,8,AA,DEN,SFO,2,12.5,6.5
2019,8,AA,DFW,ATL,1,24.0,4.0
2019,8,AA,DFW,DEN,1,13.0,11.0
2019,8,AA,DFW,JFK,1,14.0,3.0
2019,8,AA,DFW,LAX,1,4.0,6.0
2019,8,AA,DFW,MCO,1,0.0,10.0
2019,8,AA,DFW,ORD,4,3.75,9.0
2019,8,AA,DFW,SEA,1,1.0,25.0
2019,8,AA,DFW,SFO,4,10.75,6.0
2019,8,AA,JFK,ATL,4,7.75,13.5
2019,8,AA,JFK,DFW,4,7.25,5.0
2019,8,AA,JFK,LAX,4,7.25,7.25
2019,8,AA,JFK,MCO,2,13.0,11.5
2019,8,AA,JFK,ORD,3,2.0,11.333333333333334
2019,8,AA,JFK,SFO,4,7.0,6.0
2019,8,AA,LAX,ATL,1,10.0,7.0
2019,8,AA,LAX,DEN,4,11.5,5.75
2019,8,AA,LAX,DFW,4,5.75,7.5
2019,8,AA,LAX,JFK,3,4.0,15.0
2019,8,AA,LAX,MCO,2,17.0,14.5
2019,8,AA,LAX,ORD,2,13.0,6.0
2019,8,AA,LAX,SEA,4,11.0,3.0
2019,8,AA,LAX,SFO,4,7.5,3.0
2019,8,AA,MCO,ATL,4,6.5,4.25
2019,8,AA,MCO,DEN,1,20.0,8.0
2019,8,AA,MCO,JFK,1,13.0,6.0
2019,8,AA,MCO,LAX,5,2.8,9.4
2019,8,AA,MCO,ORD,4,3.25,12.25
2019,8,AA,MCO,SEA,4,1.25,6.25
2019,8,AA,MCO,SFO,1,20.0,3.0
2019,8,AA,ORD,ATL,1,0.0,10.0
2019,8,AA,ORD,DEN,4,9.75,8.75
2019,8,AA,ORD,DFW,5,9.2,8.0
2019,8,AA,ORD,JFK,4,3.5,7.75
2019,8,AA,ORD,SEA,2,3.5,5.5
2019,8,AA,ORD,SFO,2,10.0,9.0
2019,8,AA,SEA,ATL,3,16.666666666666668,8.666666666666666
2019,8,AA,SEA,DEN,2,9.5,0.0
2019,8,AA,SEA,DFW,1,8.0,0.0
2019,8,AA,SEA,JFK,5,4.8,5.6
2019,8,AA,SEA,LAX,1,10.0,10.0
2019,8,AA,SEA,MCO,2,5.0,11.0
2019,8,AA,SEA,ORD,1,6.0,15.0
2019,8,AA,SFO,ATL,1,6.0,0.0
2019,8,AA,SFO,DEN,3,12.333333333333334,10.0
2019,8,AA,SFO,DFW,2,7.0,10.5
2019,8,AA,SFO,JFK,3,5.666666666666667,5.0
2019,8,AA,SFO,LAX,3,7.333333333333333,5.0
2019,8,AA,SFO,MCO,2,11.0,0.0
2019,8,AA,SFO,ORD,5,1.8,9.0
2019,8,AA,SFO,SEA,3,8.333333333333334,18.666666666666668
2019,8,DL,ATL,DEN,2,22.0,15.5
2019,8,DL,ATL,DFW,1,16.0,17.0
2019,8,DL,ATL,JFK,2,4.0,11.0
2019,8,DL,ATL,LAX,1,16.0,11.0
2019,8,DL,ATL,MCO,3,2.3333333333333335,1.0
2019,8,DL,ATL,ORD,1,9.0,13.0
2019,8,DL,ATL,SEA,3,8.333333333333334,9.0
2019,8,DL,ATL,SFO,2,2.5,2.5
2019,8,DL,DEN,DFW,2,2.0,2.0
2019,8,DL,DEN,JFK,2,10.0,6.0
2019,8,DL,DEN,LAX,4,2.75,6.75
2019,8,DL,DEN,MCO,3,10.0,15.666666666666666
2019,8,DL,DEN,ORD,2,8.0,0.0
2019,8,DL,DEN,SEA,3,14.0,11.666666666666666
2019,8,DL,DEN,SFO,1,8.0,6.0
2019,8,DL,DFW,ATL,3,5.0,4.666666666666667
2019,8,DL,DFW,DEN,4,5.25,8.25
2019,8,DL,DFW,JFK,2,13.0,10.5
2019,8,DL,DFW,LAX,1,4.0,0.0
2019,8,DL,DFW,MCO,3,4.333333333333333,3.3333333333333335
2019,8,DL,DFW,ORD,2,7.5,11.0
2019,8,DL,DFW,SEA,2,11.0,22.5
2019,8,DL,DFW,SFO,3,5.333333333333333,3.6666666666666665
2019,8,DL,JFK,ATL,2,12.0,6.0
2019,8,DL,JFK,DEN,1,4.0,8.0
2019,8,DL,JFK,DFW,4,5.5,7.25
2019,8,DL,JFK,LAX,4,7.75,6.25
2019,8,DL,JFK,MCO,2,1.5,8.5
2019,8,DL,JFK,ORD,3,9.0,7.333333333333333
2019,8,DL,JFK,SEA,4,5.75,10.5
2019,8,DL,JFK,SFO,3,7.666666666666667,6.666666666666667
2019,8,DL,LAX,ATL,2,8.0,6.5
2019,8,DL,LAX,DEN,4,4.75,10.25
2019,8,DL,LAX,DFW,4,8.0,11.75
2019,8,DL,LAX,JFK,3,8.0,7.666666666666667
2019,8,DL,LAX,MCO,3,4.0,3.0
2019,8,DL,LAX,ORD,1,8.0,10.0
2019,8,DL,LAX,SEA,4,10.0,11.0
2019,8,DL,LAX,SFO,1,9.0,3.0
2019,8,DL,MCO,ATL,3,3.3333333333333335,5.666666666666667
2019,8,DL,MCO,DEN,4,9.25,12.5
2019,8,DL,MCO,DFW,2,11.5,9.5
2019,8,DL,MCO,JFK,6,3.1666666666666665,6.333333333333333
2019,8,DL,MCO,LAX,3,5.666666666666667,3.3333333333333335
2019,8,DL,MCO,ORD,3,14.0,3.3333333333333335
2019,8,DL,MCO,SEA,2,10.0,2.0
2019,8,DL,MCO,SFO,2,9.0,8.5
2019,8,DL,ORD,ATL,2,7.0,11.5
2019,8,DL,ORD,DEN,3,6.333333333333333,6.0
2019,8,DL,ORD,DFW,3,3.6666666666666665,5.0
2019,8,DL,ORD,JFK,1,20.0,0.0
2019,8,DL,ORD,LAX,3,6.666666666666667,3.3333333333333335
2019,8,DL,ORD,MCO,3,6.666666666666667,2.6666666666666665
2019,8,DL,ORD,SEA,2,4.5,13.0
2019,8,DL,ORD,SFO,1,18.0,0.0
2019,8,DL,SEA,ATL,2,19.0,7.0
2019,8,DL,SEA,DFW,3,2.0,10.0
2019,8,DL,SEA,JFK,1,3.0,0.0
2019,8,DL,SEA,LAX,3,9.333333333333334,5.333333333333333
2019,8,DL,SEA,MCO,6,4.166666666666667,5.666666666666667
2019,8,DL,SEA,ORD,5,6.0,8.2
2019,8,DL,SEA,SFO,3,5.666666666666667,17.333333333333332
2019,8,DL,SFO,ATL,2,2.5,12.0
2019,8,DL,SFO,DEN,2,4.0,13.0
2019,8,DL,SFO,DFW,5,10.4,10.0
2019,8,DL,SFO,JFK,2,7.5,8.5
2019,8,DL,SFO,SEA,3,3.6666666666666665,4.0
2019,8,UA,ATL,DEN,2,1.0,17.5
2019,8,UA,ATL,DFW,2,12.5,6.5
2019,8,UA,ATL,JFK,4,6.75,3.75
2019,8,UA,ATL,LAX,2,1.5,9.5
2019,8,UA,ATL,MCO,3,18.0,4.0
2019,8,UA,ATL,SEA,2,16.5,6.5
2019,8,UA,ATL,SFO,1,0.0,6.0
2019,8,UA,DEN,ATL,2,13.5,5.0
2019,8,UA,DEN,DFW,5,10.4,10.0
2019,8,UA,DEN,JFK,1,4.0,0.0
2019,8,UA,DEN,LAX,5,11.8,6.4
2019,8,UA,DEN,MCO,5,4.6,12.2
2019,8,UA,DEN,ORD,2,12.0,3.0
2019,8,UA,DEN,SEA,4,2.25,5.25
2019,8,UA,DEN,SFO,1,10.0,5.0
2019,8,UA,DFW,ATL,2,1.0,13.5
2019,8,UA,DFW,DEN,5,7.0,4.2
2019,8,UA,DFW,LAX,5,4.6,6.8
2019,8,UA,DFW,MCO,2,12.0,0.5
2019,8,UA,DFW,ORD,3,4.0,0.6666666666666666
2019,8,UA,DFW,SEA,4,9.0,9.5
2019,8,UA,JFK,ATL,1,2.0,16.0
2019,8,UA,JFK,DEN,1,4.0,17.0
2019,8,UA,JFK,DFW,1,13.0,1.0
2019,8,UA,JFK,LAX,3,5.666666666666667,1.3333333333333333
2019,8,UA,JFK,MCO,3,13.0,10.0
2019,8,UA,JFK,ORD,2,11.5,14.5
2019,8,UA,JFK,SEA,1,0.0,0.0
2019,8,UA,JFK,SFO,2,7.5,0.0
2019,8,UA,LAX,ATL,7,6.857142857142857,6.142857142857143
2019,8,UA,LAX,DEN,6,5.666666666666667,5.166666666666667
2019,8,UA,LAX,DFW,4,4.25,12.0
2019,8,UA,LAX,JFK,9,8.88888888888889,7.0
2019,8,UA,LAX,MCO,3,8.666666666666666,6.666666666666667
2019,8,UA,LAX,ORD,1,9.0,0.0
2019,8,UA,LAX,SEA,1,2.0,14.0
2019,8,UA,LAX,SFO,5,12.0,10.8
2019,8,UA,MCO,ATL,5,5.6,7.6
2019,8,UA,MCO,DEN,4,11.25,1.0
2019,8,UA,MCO,DFW,5,6.4,10.8
2019,8,UA,MCO,LAX,1,13.0,4.0
2019,8,UA,MCO,ORD,1,0.0,7.0
2019,8,UA,MCO,SEA,3,8.333333333333334,10.333333333333334
2019,8,UA,MCO,SFO,4,0.0,8.25
2019,8,UA,ORD,ATL,2,22.0,4.5
2019,8,UA,ORD,DEN,4,5.25,9.25
2019,8,UA,ORD,DFW,4,9.5,4.0
2019,8,UA,ORD,JFK,2,2.5,15.0
2019,8,UA,ORD,LAX,1,3.0,9.0
2019,8,UA,ORD,MCO,5,15.4,9.2
2019,8,UA,ORD,SEA,4,7.5,13.5
2019,8,UA,ORD,SFO,2,10.0,4.0
2019,8,UA,SEA,ATL,6,5.0,8.333333333333334
2019,8,UA,SEA,DEN,6,11.666666666666666,5.5
2019,8,UA,SEA,DFW,2,0.0,4.0
2019,8,UA,SEA,JFK,4,8.5,8.75
2019,8,UA,SEA,LAX,2,5.5,8.0
2019,8,UA,SEA,MCO,1,10.0,21.0
2019,8,UA,SEA,ORD,2,5.5,10.0
2019,8,UA,SEA,SFO,2,7.0,8.0
2019,8,UA,SFO,ATL,2,3.0,7.0
2019,8,UA,SFO,DEN,2,10.5,4.5
2019,8,UA,SFO,DFW,3,5.333333333333333,8.0
2019,8,UA,SFO,LAX,2,14.5,1.5
2019,8,UA,SFO,MCO,6,9.5,3.8333333333333335
2019,8,UA,SFO,ORD,1,7.0,4.0
2019,8,UA,SFO,SEA,3,10.333333333333334,14.333333333333334
2019,8,WN,ATL,DEN,1,0.0,0.0
2019,8,WN,ATL,DFW,1,3.0,0.0
2019,8,WN,ATL,JFK,2,4.0,16.5
2019,8,WN,ATL,LAX,1,8.0,13.0
2019,8,WN,ATL,MCO,3,10.0,11.666666666666666
2019,8,WN,ATL,ORD,2,6.5,8.0
2019,8,WN,ATL,SEA,1,12.0,0.0
2019,8,WN,ATL,SFO,1,9.0,3.0
2019,8,WN,DEN,ATL,3,1.0,2.0
2019,8,WN,DEN,DFW,2,2.5,8.0
2019,8,WN,DEN,JFK,1,10.0,0.0
2019,8,WN,DEN,LAX,3,1.0,4.666666666666667
2019,8,WN,DEN,MCO,2,6.0,5.5
2019,8,WN,DEN,ORD,2,9.0,4.0
2019,8,WN,DEN,SEA,5,5.8,3.4
2019,8,WN,DEN,SFO,5,2.2,7.6
2019,8,WN,DFW,ATL,4,8.5,5.0
2019,8,WN,DFW,DEN,1,6.0,6.0
2019,8,WN,DFW,JFK,2,6.5,2.5
2019,8,WN,DFW,LAX,3,12.0,12.0
2019,8,WN,DFW,MCO,4,12.75,4.5
2019,8,WN,DFW,ORD,7,9.0,8.142857142857142
2019,8,WN,DFW,SEA,2,5.5,4.0
2019,8,WN,DFW,SFO,2,16.5,7.0
2019,8,WN,JFK,ATL,1,0.0,13.0
2019,8,WN,JFK,DFW,3,5.666666666666667,7.0
2019,8,WN,JFK,LAX,2,9.5,4.5
2019,8,WN,JFK,MCO,3,4.666666666666667,10.333333333333334
2019,8,WN,JFK,ORD,2,3.0,4.0
2019,8,WN,JFK,SEA,1,7.0,17.0
2019,8,WN,JFK,SFO,5,11.2,7.6
2019,8,WN,LAX,ATL,2,5.5,19.0
2019,8,WN,LAX,DEN,2,0.0,7.5
2019,8,WN,LAX,DFW,4,4.75,5.25
2019,8,WN,LAX,JFK,5,11.0,7.8
2019,8,WN,LAX,ORD,3,6.0,8.333333333333334
2019,8,WN,LAX,SEA,1,21.0,15.0
2019,8,WN,MCO,ATL,1,19.0,10.0
2019,8,WN,MCO,DEN,2,6.5,3.5
2019,8,WN,MCO,DFW,1,12.0,6.0
2019,8,WN,MCO,JFK,2,9.0,4.0
2019,8,WN,MCO,LAX,1,14.0,0.0
2019,8,WN,MCO,ORD,5,4.4,9.8
2019,8,WN,MCO,SEA,1,13.0,0.0
2019,8,WN,MCO,SFO,3,8.0,11.333333333333334
2019,8,WN,ORD,ATL,4,9.0,6.0
2019,8,WN,ORD,DEN,4,3.5,6.5
2019,8,WN,ORD,DFW,2,9.5,7.0
2019,8,WN,ORD,JFK,2,10.5,6.0
2019,8,WN,ORD,LAX,5,12.8,4.6
2019,8,WN,ORD,MCO,1,4.0,7.0
2019,8,WN,ORD,SEA,2,9.5,4.5
2019,8,WN,SEA,ATL,3,9.0,11.333333333333334
2019,8,WN,SEA,DEN,3,6.666666666666667,6.0
2019,8,WN,SEA,DFW,1,18.0,2.0
2019,8,WN,SEA,JFK,1,10.0,14.0
2019,8,WN,SEA,MCO,2,5.5,9.5
2019,8,WN,SEA,ORD,1,9.0,0.0
2019,8,WN,SFO,ATL,4,10.75,5.75
2019,8,WN,SFO,DEN,3,10.0,6.0
2019,8,WN,SFO,DFW,2,12.5,6.0
2019,8,WN,SFO,LAX,1,3.0,17.0
2019,8,WN,SFO,MCO,1,10.0,16.0
2019,8,WN,SFO,ORD,1,12.0,0.0
2019,8,WN,SFO,SEA,1,8.0,15.0
2019,9,AA,ATL,DEN,1,18.0,0.0
2019,9,AA,ATL,DFW,3,5.333333333333333,3.3333333333333335
2019,9,AA,ATL,JFK,3,8.333333333333334,15.666666666666666
2019,9,AA,ATL,LAX,4,3.25,9.25
2019,9,AA,ATL,MCO,2,6.5,4.5
2019,9,AA,ATL,ORD,2,5.5,9.5
2019,9,AA,ATL,SEA,1,0.0,1.0
2019,9,AA,ATL,SFO,2,4.5,3.5
2019,9,AA,DEN,ATL,4,10.75,10.75
2019,9,AA,DEN,DFW,3,3.6666666666666665,11.666666666666666
2019,9,AA,DEN,JFK,3,5.666666666666667,8.333333333333334
2019,9,AA,DEN,LAX,2,12.0,4.5
2019,9,AA,DEN,MCO,3,1.3333333333333333,9.0
2019,9,AA,DEN,ORD,2,12.5,6.0
2019,9,AA,DEN,SEA,2,5.5,3.0
2019,9,AA,DEN,SFO,1,1.0,1.0
2019,9,AA,DFW,ATL,1,0.0,0.0
2019,9,AA,DFW,DEN,2,4.0,12.0
2019,9,AA,DFW,JFK,2,16.5,0.0
2019,9,AA,DFW,LAX,1,0.0,0.0
2019,9,AA,DFW,MCO,4,8.75,5.25
2019,9,AA,DFW,ORD,1,0.0,0.0
2019,9,AA,DFW,SEA,3,10.333333333333334,12.666666666666666
2019,9,AA,DFW,SFO,1,17.0,7.0
2019,9,AA,JFK,ATL,1,4.0,12.0
2019,9,AA,JFK,DEN,2,0.0,10.0
2019,9,AA,JFK,DFW,2,11.0,2.5
2019,9,AA,JFK,LAX,2,13.5,11.0
2019,9,AA,JFK,MCO,1,24.0,5.0
2019,9,AA,JFK,ORD,2,5.5,11.5
2019,9,AA,JFK,SEA,6,7.5,7.0
2019,9,AA,JFK,SFO,3,14.333333333333334,4.0
2019,9,AA,LAX,ATL,2,7.5,9.0
2019,9,AA,LAX,DEN,1,2.0,21.0
2019,9,AA,LAX,DFW,2,7.0,6.0
2019,9,AA,LAX,JFK,2,7.0,2.0
2019,9,AA,LAX,MCO,2,9.0,3.5
2019,9,AA,LAX,ORD,2,6.0,7.5
2019,9,AA,LAX,SEA,2,7.0,2.0
2019,9,AA,LAX,SFO,1,3.0,18.0
2019,9,AA,MCO,ATL,3,4.0,17.0
2019,9,AA,MCO,DEN,6,12.833333333333334,12.166666666666666
2019,9,AA,MCO,DFW,3,11.0,8.666666666666666
2019,9,AA,MCO,JFK,2,5.0,13.0
2019,9,AA,MCO,LAX,7,10.142857142857142,7.428571428571429
2019,9,AA,MCO,ORD,1,6.0,3.0
2019,9,AA,MCO,SEA,3,16.666666666666668,2.0
2019,9,AA,MCO,SFO,1,1.0,2.0
2019,9,AA,ORD,ATL,3,8.0,7.333333333333333
2019,9,AA,ORD,DEN,2,5.5,9.0
2019,9,AA,ORD,DFW,3,10.666666666666666,8.0
2019,9,AA,ORD,JFK,3,3.0,2.6666666666666665
2019,9,AA,ORD,LAX,2,5.0,16.5
2019,9,AA,ORD,MCO,1,7.0,7.0
2019,9,AA,ORD,SEA,1,0.0,26.0
2019,9,AA,ORD,SFO,2,4.5,7.5
2019,9,AA,SEA,ATL,1,13.0,4.0
2019,9,AA,SEA,DEN,3,5.666666666666667,8.0
2019,9,AA,SEA,DFW,3,4.666666666666667,3.6666666666666665
2019,9,AA,SEA,JFK,3,5.666666666666667,15.666666666666666
2019,9,AA,SEA,LAX,5,7.0,6.6
2019,9,AA,SEA,MCO,4,7.25,7.5
2019,9,AA,SEA,ORD,3,1.3333333333333333,8.0
2019,9,AA,SEA,SFO,2,8.0,14.0
2019,9,AA,SFO,ATL,3,4.333333333333333,9.333333333333334
2019,9,AA,SFO,DEN,2,12.0,18.5
2019,9,AA,SFO,DFW,3,8.333333333333334,6.0
