YEAR,MONTH,OP_UNIQUE_CARRIER,ORIGIN,DEST,ARR_DELAY,DEP_DELAY,CANCELLED
2019,7,DL,DFW,LAX,16,16,0
2019,7,DL,ATL,DEN,17,9,0
2019,7,AA,JFK,MCO,17,0,0
2019,7,WN,ATL,JFK,0,8,0
2019,7,DL,DEN,ORD,0,8,0
2019,7,UA,ORD,LAX,18,23,0
2019,7,DL,LAX,SFO,2,15,0
2019,7,UA,ATL,LAX,3,13,0
2019,7,WN,JFK,SFO,17,16,0
2019,7,AA,DFW,MCO,17,13,0
2019,7,AA,SEA,JFK,3,0,0
2019,7,UA,LAX,SEA,14,21,0
2019,7,WN,ORD,SEA,0,0,0
2019,7,UA,DEN,DFW,12,10,0
2019,7,AA,SEA,ATL,4,9,0
2019,7,UA,JFK,MCO,24,0,0
2019,7,WN,SEA,MCO,19,5,0
2019,7,AA,DFW,ORD,13,0,0
2019,7,UA,ATL,SEA,9,14,0
2019,7,WN,SFO,LAX,18,8,0
2019,7,WN,JFK,LAX,15,12,0
2019,7,WN,DFW,SFO,21,30,0
2019,7,WN,DEN,SFO,7,9,0
2019,7,AA,LAX,ORD,9,25,0
2019,7,UA,MCO,SEA,0,9,0
2019,7,UA,DEN,DFW,6,11,0
2019,7,DL,DEN,SEA,10,0,0
2019,7,DL,MCO,ATL,6,0,0
2019,7,AA,DFW,DEN,0,7,0
2019,7,DL,ATL,DFW,6,6,0
2019,7,DL,DFW,ORD,13,12,0
2019,7,UA,LAX,SFO,1,12,0
2019,7,DL,ATL,MCO,16,11,0
2019,7,UA,JFK,MCO,18,19,0
2019,7,UA,SFO,DEN,8,8,0
2019,7,AA,ORD,SEA,14,30,0
2019,7,DL,DEN,MCO,14,11,0
2019,7,AA,SFO,DEN,15,19,0
2019,7,AA,DFW,SFO,3,0,0
2019,7,AA,DEN,ATL,6,18,0
2019,7,UA,ORD,SEA,4,12,0
2019,7,WN,MCO,LAX,4,5,0
2019,7,WN,SEA,MCO,18,14,0
2019,7,DL,SFO,DEN,20,12,0
2019,7,DL,DEN,SEA,3,0,0
2019,7,DL,JFK,SFO,27,16,0
2019,7,WN,JFK,DFW,6,12,0
2019,7,WN,ORD,DEN,14,22,0
2019,7,UA,DEN,ORD,9,16,0
2019,7,WN,ATL,LAX,13,17,0
2019,7,DL,DEN,JFK,30,17,0
2019,7,DL,ATL,ORD,4,22,0
2019,7,UA,MCO,SFO,5,12,0
2019,7,DL,ORD,DEN,18,9,0
2019,7,AA,JFK,LAX,9,11,0
2019,7,UA,JFK,DFW,14,0,0
2019,7,AA,ORD,ATL,10,0,0
2019,7,WN,DEN,ATL,4,8,0
2019,7,AA,LAX,SEA,8,10,0
2019,7,AA,JFK,DFW,16,10,0
2019,7,AA,SFO,LAX,5,11,0
2019,7,DL,SEA,ORD,5,4,0
2019,7,AA,SFO,ORD,5,8,0
2019,7,DL,DFW,LAX,0,13,0
2019,7,UA,DFW,LAX,5,22,0
2019,7,DL,MCO,DFW,22,0,0
2019,7,WN,MCO,ORD,19,10,0
2019,7,DL,DFW,ATL,11,0,0
2019,7,AA,DFW,ATL,12,14,0
2019,7,AA,MCO,DFW,13,8,0
2019,7,UA,SFO,ATL,12,2,0
2019,7,AA,SFO,MCO,10,10,0
2019,7,AA,SEA,JFK,0,11,0
2019,7,DL,JFK,DEN,13,4,0
2019,7,AA,DEN,ORD,5,21,0
2019,7,DL,SFO,JFK,15,17,0
2019,7,UA,ATL,SEA,0,10,0
2019,7,AA,SEA,ORD,7,15,0
2019,7,WN,ORD,SFO,0,20,0
2019,7,WN,ORD,ATL,16,16,0
2019,7,WN,LAX,MCO,16,0,0
2019,7,DL,DFW,SEA,8,0,0
2019,7,AA,ORD,SEA,8,2,0
2019,7,AA,MCO,LAX,17,4,0
2019,7,WN,LAX,ATL,0,9,0
2019,7,UA,ORD,DEN,9,4,0
2019,7,DL,LAX,ATL,10,9,0
2019,7,WN,SEA,DFW,9,10,0
2019,7,DL,ORD,DFW,4,3,0
2019,7,DL,SFO,JFK,3,7,0
2019,7,WN,LAX,SFO,13,2,0
2019,7,WN,ATL,DFW,8,8,0
2019,7,AA,ORD,MCO,5,2,0
2019,7,WN,SFO,SEA,16,16,0
2019,7,AA,JFK,DFW,3,0,0
2019,7,AA,SEA,ATL,4,14,0
2019,7,UA,LAX,DEN,1,9,0
2019,7,WN,MCO,JFK,0,3,0
2019,7,AA,MCO,DFW,17,5,0
2019,7,AA,LAX,DEN,0,6,0
2019,7,UA,JFK,DEN,3,8,0
2019,7,UA,JFK,ORD,5,12,0
2019,7,WN,SEA,DFW,2,24,0
2019,7,AA,ORD,DEN,5,0,0
2019,7,AA,DEN,ATL,31,10,0
2019,7,WN,SEA,MCO,9,19,0
2019,7,WN,SFO,JFK,9,8,0
2019,7,UA,ORD,MCO,15,11,0
2019,7,AA,ORD,MCO,2,13,0
2019,7,AA,DFW,ORD,2,23,0
2019,7,UA,ATL,LAX,12,6,0
2019,7,UA,JFK,ATL,14,6,0
2019,7,UA,MCO,ATL,10,15,0
2019,7,AA,SEA,MCO,8,0,0
2019,7,WN,ORD,SFO,15,20,0
2019,7,WN,JFK,DEN,18,19,0
2019,7,WN,DFW,ORD,5,15,0
2019,7,WN,SEA,JFK,15,13,0
2019,7,AA,JFK,DFW,7,5,0
2019,7,UA,JFK,MCO,0,15,0
2019,7,AA,SFO,ORD,8,15,0
2019,7,DL,LAX,SFO,15,0,0
2019,7,WN,SFO,ORD,11,0,0
2019,7,DL,SFO,SEA,8,0,0
2019,7,AA,SFO,ATL,2,17,0
2019,7,AA,LAX,DFW,16,11,0
2019,7,UA,DEN,ATL,10,0,0
2019,7,AA,ATL,DEN,5,23,0
2019,7,AA,SFO,DEN,0,0,0
2019,7,DL,ORD,MCO,6,0,0
2019,7,DL,JFK,MCO,1,9,0
2019,7,DL,SFO,DFW,5,19,0
2019,7,UA,LAX,SEA,11,19,0
2019,7,WN,DEN,JFK,13,12,0
2019,7,DL,MCO,SFO,0,16,0
2019,7,WN,DFW,LAX,2,6,0
2019,7,UA,DEN,DFW,9,13,0
2019,7,AA,LAX,ATL,0,14,0
2019,7,UA,JFK,ORD,14,5,0
2019,7,DL,ORD,LAX,6,2,0
2019,7,AA,LAX,MCO,4,14,0
2019,7,UA,SEA,JFK,8,2,0
2019,7,WN,DEN,MCO,0,8,0
2019,7,AA,JFK,ORD,8,6,0
2019,7,DL,SEA,ATL,11,7,0
2019,7,WN,DEN,DFW,13,2,0
2019,7,UA,SEA,ORD,13,9,0
2019,7,DL,DEN,SEA,13,6,0
2019,7,DL,ORD,MCO,14,13,0
2019,7,DL,ATL,DEN,0,7,0
2019,7,AA,ATL,SFO,8,23,0
2019,7,WN,ORD,DEN,17,13,0
2019,7,UA,DEN,ORD,14,13,0
2019,7,DL,ATL,SFO,18,0,0
2019,7,WN,ORD,DEN,3,22,0
2019,7,WN,JFK,SFO,5,0,0
2019,7,DL,ATL,DEN,18,15,0
2019,7,WN,ORD,DEN,12,7,0
2019,7,WN,JFK,DEN,15,3,0
2019,7,WN,MCO,JFK,15,0,0
2019,7,AA,ORD,SEA,9,11,0
2019,7,DL,ORD,LAX,0,24,0
2019,7,WN,SEA,ATL,7,18,0
2019,7,WN,ATL,JFK,6,14,0
2019,7,WN,DFW,DEN,16,18,0
2019,7,WN,DFW,ORD,6,23,0
2019,7,DL,ATL,MCO,16,27,0
2019,7,DL,DFW,ORD,7,0,0
2019,7,AA,LAX,DEN,21,9,0
2019,7,UA,ATL,DEN,17,13,0
2019,7,AA,MCO,DEN,7,2,0
2019,7,AA,SEA,ORD,13,13,0
2019,7,AA,JFK,LAX,12,7,0
2019,7,UA,SEA,LAX,8,7,0
2019,7,AA,SFO,ORD,14,11,0
2019,7,UA,DEN,SEA,9,5,0
2019,7,AA,ORD,DFW,11,0,0
2019,7,DL,ORD,JFK,16,8,0
2019,7,WN,DEN,DFW,6,6,0
2019,7,UA,LAX,MCO,0,0,0
2019,7,DL,DEN,SFO,21,7,0
2019,7,AA,MCO,LAX,9,1,0
2019,7,AA,JFK,DFW,8,4,0
2019,7,DL,ATL,SFO,18,10,0
2019,7,WN,DFW,DEN,13,17,0
2019,7,UA,DFW,ORD,7,10,0
2019,7,AA,SFO,ATL,0,0,0
2019,7,DL,DEN,SFO,18,1,0
2019,7,WN,MCO,DEN,18,27,0
2019,7,AA,ATL,SEA,19,0,0
2019,7,WN,MCO,SFO,1,0,0
2019,7,UA,DFW,ORD,12,0,0
2019,7,WN,ORD,SEA,17,7,0
2019,7,UA,SFO,SEA,1,8,0
2019,7,WN,DEN,ATL,14,14,0
2019,7,WN,MCO,ORD,17,0,0
2019,7,WN,SFO,DFW,0,0,0
2019,7,UA,DEN,DFW,15,10,0
2019,7,UA,JFK,ORD,6,5,0
2019,7,UA,SFO,LAX,1,4,0
2019,7,WN,DFW,ATL,9,20,0
2019,7,DL,LAX,SFO,4,6,0
2019,7,UA,ATL,MCO,6,13,0
2019,7,WN,SFO,LAX,19,18,0
2019,7,WN,DFW,LAX,21,0,0
2019,7,AA,ATL,SEA,0,16,0
2019,7,WN,MCO,SEA,20,11,0
2019,7,UA,DFW,LAX,6,9,0
2019,7,AA,ATL,ORD,1,5,0
2019,7,AA,JFK,DFW,3,10,0
2019,7,UA,ORD,JFK,20,14,0
2019,7,WN,SFO,ORD,14,3,0
2019,7,UA,SEA,SFO,0,25,0
2019,7,DL,ORD,SFO,12,16,0
2019,7,WN,ATL,SFO,15,2,0
2019,7,UA,MCO,LAX,11,16,0
2019,7,DL,ATL,ORD,13,22,0
2019,7,UA,ORD,JFK,0,9,0
2019,7,WN,SEA,ATL,0,11,0
2019,7,UA,MCO,DFW,10,25,0
2019,7,WN,MCO,SEA,6,0,0
2019,7,WN,ORD,ATL,9,0,0
2019,7,DL,DEN,SFO,6,13,0
2019,7,WN,DEN,SEA,16,12,0
2019,7,AA,DEN,LAX,21,2,0
2019,7,UA,MCO,DFW,4,16,0
2019,7,UA,DFW,MCO,0,3,0
2019,7,WN,ATL,ORD,3,5,0
2019,7,UA,SFO,JFK,23,20,0
2019,7,AA,SEA,JFK,13,0,0
2019,7,UA,SFO,SEA,15,12,0
2019,7,AA,ORD,LAX,17,12,0
2019,8,WN,LAX,DFW,8,3,0
2019,8,UA,SEA,MCO,10,21,0
2019,8,UA,MCO,DEN,0,4,0
2019,8,UA,MCO,SEA,0,0,0
2019,8,DL,DEN,LAX,0,9,0
2019,8,DL,ATL,JFK,2,4,0
2019,8,AA,SEA,MCO,0,10,0
2019,8,AA,ORD,SFO,11,8,0
2019,8,WN,MCO,ORD,16,19,0
2019,8,AA,LAX,DFW,10,9,0
2019,8,WN,ORD,DFW,12,0,0
2019,8,AA,SFO,ORD,0,11,0
2019,8,UA,DFW,LAX,3,15,0
2019,8,DL,SEA,DFW,0,19,0
2019,8,UA,MCO,SFO,0,9,0
2019,8,DL,JFK,MCO,3,8,0
2019,8,AA,LAX,SFO,9,0,0
2019,8,AA,LAX,DEN,6,0,0
2019,8,AA,DEN,LAX,0,8,0
2019,8,UA,SEA,ATL,8,5,0
2019,8,DL,ORD,DEN,4,1,0
2019,8,AA,LAX,SFO,0,0,0
2019,8,UA,MCO,DFW,0,15,0
2019,8,UA,MCO,ATL,5,1,0
2019,8,AA,SFO,DFW,7,0,0
2019,8,UA,LAX,ATL,3,11,0
2019,8,AA,DFW,ORD,6,11,0
2019,8,UA,SEA,ORD,11,13,0
2019,8,UA,SFO,SEA,17,16,0
2019,8,UA,ATL,SEA,13,0,0
2019,8,UA,DFW,LAX,2,0,0
2019,8,DL,MCO,JFK,9,0,0
2019,8,AA,JFK,DFW,6,6,0
2019,8,DL,MCO,DEN,0,27,0
2019,8,DL,JFK,SEA,8,13,0
2019,8,UA,SEA,JFK,13,15,0
2019,8,DL,LAX,DEN,2,18,0
2019,8,WN,SEA,ATL,20,2,0
2019,8,DL,ORD,LAX,6,0,0
2019,8,AA,JFK,MCO,20,12,0
2019,8,WN,MCO,DEN,8,6,0
2019,8,UA,MCO,SFO,0,13,0
2019,8,WN,SEA,ATL,5,17,0
2019,8,AA,LAX,SEA,14,0,0
2019,8,AA,LAX,SEA,7,7,0
2019,8,UA,SEA,JFK,13,6,0
2019,8,AA,DEN,JFK,2,16,0
2019,8,AA,SEA,JFK,6,12,0
2019,8,WN,MCO,ORD,1,2,0
2019,8,DL,LAX,SEA,18,9,0
2019,8,WN,SFO,LAX,3,17,0
2019,8,AA,DEN,SEA,1,4,0
2019,8,UA,ORD,DEN,0,15,0
2019,8,AA,SFO,JFK,0,4,0
2019,8,WN,LAX,ORD,5,11,0
2019,8,UA,SFO,MCO,9,2,0
2019,8,WN,LAX,JFK,18,2,0
2019,8,AA,LAX,ORD,12,0,0
2019,8,UA,DEN,SFO,10,5,0
2019,8,UA,DEN,MCO,8,7,0
2019,8,WN,MCO,DFW,12,6,0
2019,8,AA,ORD,JFK,1,18,0
2019,8,AA,DEN,ORD,8,7,0
2019,8,DL,DEN,JFK,6,12,0
2019,8,WN,DEN,ATL,1,1,0
2019,8,UA,JFK,ATL,2,16,0
2019,8,UA,ATL,LAX,3,11,0
2019,8,DL,SFO,DFW,12,4,0
2019,8,WN,ATL,LAX,8,13,0
2019,8,DL,SEA,ORD,0,6,0
2019,8,AA,JFK,ATL,5,9,0
2019,8,DL,JFK,DFW,8,8,0
2019,8,AA,ORD,DFW,17,6,0
2019,8,DL,MCO,ORD,7,0,0
2019,8,UA,SEA,ATL,0,24,0
2019,8,AA,DFW,ATL,24,4,0
2019,8,UA,DFW,MCO,13,0,0
2019,8,UA,DEN,MCO,11,11,0
2019,8,UA,JFK,LAX,17,0,0
2019,8,WN,DEN,DFW,5,16,0
2019,8,DL,SEA,ATL,28,14,0
2019,8,DL,JFK,DFW,7,0,0
2019,8,DL,JFK,LAX,24,16,0
2019,8,UA,ORD,JFK,0,17,0
2019,8,WN,MCO,ATL,19,10,0
2019,8,AA,JFK,ATL,9,5,0
2019,8,UA,ORD,SEA,0,17,0
2019,8,WN,JFK,DFW,4,8,0
2019,8,DL,LAX,JFK,0,9,0
2019,8,WN,ORD,ATL,5,7,0
2019,8,DL,ORD,SEA,9,11,0
2019,8,WN,DFW,MCO,17,0,0
2019,8,DL,ATL,SEA,12,17,0
2019,8,AA,JFK,ORD,0,7,0
2019,8,AA,DEN,LAX,25,5,0
2019,8,UA,DEN,MCO,4,16,0
2019,8,UA,DFW,DEN,14,2,0
2019,8,DL,SFO,DFW,20,11,0
2019,8,DL,DEN,MCO,12,11,0
2019,8,DL,ATL,SFO,0,4,0
2019,8,WN,JFK,LAX,14,8,0
2019,8,AA,LAX,DEN,15,0,0
2019,8,DL,MCO,SFO,10,0,0
2019,8,UA,SFO,MCO,1,0,0
2019,8,UA,ORD,DEN,13,17,0
2019,8,UA,DEN,LAX,14,17,0
2019,8,UA,JFK,ORD,16,11,0
2019,8,UA,JFK,ORD,7,18,0
2019,8,UA,MCO,DEN,22,0,0
2019,8,AA,DFW,SEA,1,25,0
2019,8,AA,MCO,ATL,12,0,0
2019,8,WN,DEN,SFO,11,13,0
2019,8,AA,MCO,LAX,0,20,0
2019,8,UA,SFO,MCO,5,11,0
2019,8,WN,DFW,ATL,1,3,0
2019,8,WN,ORD,LAX,16,0,0
2019,8,AA,SFO,JFK,1,10,0
2019,8,DL,MCO,DFW,23,2,0
2019,8,WN,DEN,ORD,16,0,0
2019,8,AA,JFK,LAX,20,11,0
2019,8,UA,DFW,SEA,9,23,0
2019,8,WN,DEN,MCO,1,0,0
2019,8,UA,DEN,LAX,11,3,0
2019,8,AA,ATL,SEA,0,0,0
2019,8,WN,ORD,MCO,4,7,0
2019,8,UA,SEA,SFO,14,6,0
2019,8,AA,JFK,SFO,7,7,0
2019,8,AA,JFK,LAX,9,0,0
2019,8,DL,LAX,MCO,5,0,0
2019,8,UA,ORD,DEN,0,0,0
2019,8,WN,JFK,SFO,9,0,0
2019,8,WN,ORD,DEN,13,8,0
2019,8,UA,DFW,DEN,8,1,0
2019,8,DL,LAX,DFW,10,3,0
2019,8,AA,DEN,MCO,1,26,0
2019,8,UA,ORD,DFW,12,0,0
2019,8,DL,ORD,DFW,8,14,0
2019,8,AA,SFO,MCO,7,0,0
2019,8,UA,SFO,DEN,19,0,0
2019,8,AA,DFW,SFO,1,13,0
2019,8,WN,SFO,MCO,10,16,0
2019,8,UA,SEA,DEN,14,0,0
2019,8,DL,MCO,DEN,5,7,0
2019,8,AA,LAX,DFW,7,6,0
2019,8,DL,DFW,MCO,0,4,0
2019,8,DL,DFW,DEN,20,0,0
2019,8,WN,DEN,SFO,0,2,0
2019,8,AA,MCO,SFO,20,3,0
2019,8,UA,MCO,SFO,0,4,0
2019,8,WN,DFW,DEN,6,6,0
2019,8,WN,DEN,LAX,3,9,0
2019,8,DL,ORD,SEA,0,15,0
2019,8,DL,MCO,JFK,0,0,0
2019,8,AA,ORD,SFO,9,10,0
2019,8,DL,SEA,SFO,0,20,0
2019,8,UA,DEN,SEA,5,0,0
2019,8,AA,ORD,DFW,3,2,0
2019,8,DL,JFK,ATL,16,10,0
2019,8,UA,ORD,MCO,13,8,0
2019,8,UA,ATL,MCO,20,0,0
2019,8,UA,JFK,SFO,14,0,0
2019,8,UA,SFO,MCO,22,0,0
2019,8,DL,MCO,SFO,8,17,0
2019,8,UA,DFW,ATL,0,10,0
2019,8,DL,SEA,MCO,6,6,0
2019,8,AA,SFO,DEN,10,19,0
2019,8,AA,ORD,DEN,8,10,0
2019,8,AA,SEA,JFK,0,6,0
2019,8,DL,MCO,ORD,13,0,0
2019,8,DL,SFO,SEA,7,7,0
2019,8,AA,LAX,SEA,22,0,0
2019,8,DL,JFK,LAX,7,8,0
2019,8,AA,LAX,MCO,19,15,0
2019,8,UA,SEA,ATL,10,17,0
2019,8,UA,DEN,MCO,0,16,0
2019,8,UA,JFK,MCO,17,11,0
2019,8,UA,JFK,DFW,13,1,0
2019,8,DL,SFO,ATL,1,14,0
2019,8,WN,ATL,JFK,0,20,0
2019,8,WN,SFO,ATL,13,9,0
2019,8,WN,DFW,JFK,4,0,0
2019,8,DL,JFK,SFO,8,9,0
2019,8,UA,ATL,MCO,17,7,0
2019,8,WN,ATL,MCO,18,13,0
2019,8,WN,SFO,DEN,2,0,0
2019,8,WN,SEA,DEN,2,8,0
2019,8,UA,ORD,MCO,24,8,0
2019,8,DL,DFW,DEN,0,12,0
2019,8,WN,JFK,SFO,12,14,0
2019,8,DL,ORD,DEN,15,3,0
2019,8,UA,MCO,DFW,13,3,0
2019,8,DL,MCO,JFK,1,18,0
2019,8,UA,SEA,DEN,10,5,0
2019,8,DL,LAX,SEA,10,16,0
2019,8,UA,ATL,SFO,0,6,0
2019,8,UA,SFO,MCO,2,10,0
2019,8,WN,ORD,ATL,7,1,0
2019,8,DL,ATL,ORD,9,13,0
2019,8,UA,DEN,SEA,0,5,0
2019,8,UA,LAX,MCO,11,8,0
2019,8,UA,ORD,SFO,10,1,0
2019,8,DL,DEN,DFW,0,4,0
2019,8,DL,SEA,MCO,3,18,0
2019,8,WN,SFO,DFW,11,12,0
2019,8,DL,DFW,JFK,6,10,0
2019,8,UA,SFO,ORD,7,4,0
2019,8,UA,DEN,DFW,14,0,0
2019,8,AA,DEN,ATL,10,6,0
2019,8,DL,LAX,ATL,15,13,0
2019,8,AA,MCO,SEA,1,0,0
2019,8,UA,ORD,SFO,10,7,0
2019,8,UA,DFW,SEA,0,0,0
2019,8,DL,DFW,JFK,20,11,0
2019,8,DL,ORD,LAX,14,10,0
2019,8,UA,LAX,SFO,28,16,0
2019,8,AA,JFK,ATL,5,25,0
2019,8,AA,JFK,ATL,12,15,0
2019,8,DL,SEA,MCO,2,0,0
2019,8,DL,JFK,LAX,0,0,0
2019,8,WN,ATL,SFO,9,3,0
2019,8,UA,DFW,ORD,9,0,0
2019,8,AA,SFO,LAX,14,0,0
2019,8,WN,ATL,JFK,8,13,0
2019,8,DL,JFK,SFO,14,10,0
2019,8,AA,DEN,SEA,8,0,0
2019,8,AA,ATL,SFO,0,7,0
2019,8,DL,MCO,ORD,22,10,0
2019,8,AA,ORD,DEN,17,18,0
2019,8,DL,LAX,DFW,10,5,0
2019,8,WN,DEN,LAX,0,0,0
2019,8,AA,DFW,JFK,14,3,0
2019,8,DL,DEN,LAX,0,4,0
2019,8,DL,LAX,DFW,0,18,0
2019,8,WN,SFO,ORD,12,0,0
2019,8,DL,MCO,JFK,6,10,0
2019,8,UA,LAX,JFK,14,0,0
2019,8,AA,DFW,DEN,13,11,0
2019,8,AA,SFO,SEA,6,24,0
2019,8,DL,JFK,DEN,4,8,0
2019,8,UA,DEN,JFK,4,0,0
2019,8,AA,LAX,JFK,2,17,0
2019,8,DL,MCO,LAX,4,0,0
2019,8,AA,SFO,ATL,6,0,0
2019,8,UA,SEA,ATL,4,2,0
2019,8,DL,ATL,MCO,7,0,0
2019,8,DL,SEA,MCO,0,4,0
2019,8,WN,ATL,SEA,12,0,0
2019,8,DL,SEA,ORD,7,13,0
2019,8,UA,DFW,ORD,3,0,0
2019,8,WN,SEA,ORD,9,0,0
2019,8,UA,SEA,DEN,8,4,0
2019,8,UA,ATL,JFK,7,5,0
2019,8,WN,DFW,MCO,0,7,0
2019,8,DL,MCO,DEN,10,16,0
2019,8,WN,DFW,MCO,10,0,0
2019,8,DL,SEA,ORD,0,0,0
2019,8,DL,DFW,ORD,9,22,0
2019,8,WN,LAX,SEA,21,15,0
2019,8,AA,DEN,JFK,11,5,0
2019,8,UA,MCO,SEA,14,8,0
2019,8,WN,ATL,ORD,0,11,0
2019,8,UA,JFK,LAX,0,4,0
2019,8,WN,ORD,LAX,14,14,0
2019,8,UA,SEA,DEN,27,2,0
2019,8,WN,DFW,SFO,16,10,0
2019,8,AA,ATL,DFW,0,14,0
2019,8,UA,LAX,DEN,11,0,0
2019,8,WN,MCO,JFK,11,0,0
2019,8,UA,ORD,JFK,5,13,0
2019,8,DL,MCO,SEA,4,0,0
2019,8,DL,ATL,SEA,13,2,0
2019,8,DL,JFK,SEA,13,21,0
2019,8,WN,DFW,LAX,22,20,0
2019,8,DL,DFW,SFO,5,2,0
2019,8,AA,SFO,ORD,0,8,0
2019,8,AA,SEA,JFK,12,5,0
2019,8,AA,ORD,DEN,0,1,0
2019,8,WN,ATL,MCO,9,12,0
2019,8,WN,LAX,ATL,7,22,0
2019,8,WN,ORD,JFK,16,7,0
2019,8,DL,LAX,JFK,7,2,0
2019,8,AA,DFW,SFO,8,8,0
2019,8,AA,MCO,ORD,2,5,0
2019,8,WN,JFK,MCO,4,9,0
2019,8,WN,SFO,SEA,8,15,0
2019,8,AA,LAX,ORD,14,12,0
2019,8,AA,DFW,SFO,14,1,0
2019,8,UA,DEN,LAX,13,0,0
2019,8,DL,JFK,DFW,0,10,0
2019,8,WN,MCO,SEA,13,0,0
2019,8,AA,MCO,LAX,0,0,0
2019,8,AA,ATL,SEA,22,12,0
2019,8,AA,DEN,JFK,10,8,0
2019,8,DL,ORD,ATL,10,3,0
2019,8,UA,LAX,ATL,10,13,0
2019,8,UA,MCO,ATL,2,8,0
2019,8,DL,LAX,JFK,17,12,0
2019,8,WN,JFK,SFO,22,10,0
2019,8,DL,ATL,DEN,17,6,0
2019,8,WN,JFK,MCO,4,2,0
2019,8,UA,SFO,DEN,2,9,0
2019,8,WN,SEA,DEN,8,0,0
2019,8,DL,LAX,SFO,9,3,0
2019,8,UA,LAX,JFK,9,0,0
2019,8,UA,SEA,JFK,4,14,0
2019,8,WN,JFK,SFO,13,14,0
2019,8,DL,SEA,DFW,6,0,0
2019,8,WN,JFK,LAX,5,1,0
2019,8,WN,JFK,ATL,0,13,0
2019,8,DL,MCO,DEN,22,0,0
2019,8,UA,LAX,JFK,13,15,0
2019,8,AA,MCO,DEN,20,8,0
2019,8,WN,MCO,ORD,2,16,0
2019,8,DL,DEN,ORD,7,0,0
2019,8,DL,SFO,DFW,0,18,0
2019,8,WN,JFK,MCO,6,20,0
2019,8,DL,SFO,ATL,4,10,0
2019,8,UA,DEN,ORD,17,0,0
2019,8,UA,SEA,LAX,11,1,0
2019,8,UA,SFO,ATL,0,0,0
2019,8,UA,LAX,DEN,0,1,0
2019,8,UA,MCO,DFW,3,12,0
2019,8,DL,ORD,MCO,2,0,0
2019,8,UA,ATL,DEN,2,17,0
2019,8,WN,LAX,DFW,5,6,0
2019,8,UA,DFW,DEN,4,12,0
2019,8,UA,SFO,DFW,9,9,0
2019,8,WN,DEN,SFO,0,12,0
2019,8,AA,DFW,SFO,20,2,0
2019,8,WN,ATL,DFW,3,0,0
2019,8,DL,DFW,SFO,1,0,0
2019,8,WN,LAX,JFK,6,10,0
2019,8,AA,SFO,ORD,5,14,0
2019,8,AA,MCO,SEA,0,5,0
2019,8,AA,ATL,SFO,18,20,0
2019,8,UA,LAX,DEN,4,9,0
2019,8,DL,DFW,MCO,10,6,0
2019,8,AA,DFW,ORD,3,0,0
2019,8,WN,MCO,ORD,1,0,0
2019,8,UA,LAX,JFK,17,3,0
2019,8,AA,JFK,SFO,0,6,0
2019,8,UA,DEN,DFW,2,17,0
2019,8,UA,ORD,DFW,0,2,0
2019,8,AA,DFW,LAX,4,6,0
2019,8,WN,DFW,JFK,9,5,0
2019,8,AA,DEN,JFK,5,0,0
2019,8,AA,JFK,SFO,12,5,0
2019,8,UA,MCO,SEA,11,23,0
2019,8,UA,DFW,DEN,0,0,0
2019,8,WN,JFK,SEA,7,17,0
2019,8,UA,MCO,SFO,0,7,0
2019,8,WN,JFK,DFW,0,8,0
2019,8,AA,SEA,ATL,10,17,0
2019,8,UA,MCO,ATL,16,11,0
2019,8,UA,JFK,SFO,1,0,0
2019,8,UA,DFW,DEN,9,6,0
2019,8,UA,LAX,JFK,9,9,0
2019,8,UA,LAX,ORD,9,0,0
2019,8,AA,MCO,ATL,4,6,0
2019,8,AA,DFW,ORD,2,16,0
2019,8,AA,JFK,DFW,11,0,0
2019,8,AA,LAX,DFW,0,7,0
2019,8,UA,SFO,DFW,7,0,0
2019,8,DL,DEN,SFO,8,6,0
2019,8,DL,SEA,ORD,11,10,0
2019,8,DL,SFO,DFW,8,12,0
2019,8,DL,ATL,MCO,0,3,0
2019,8,UA,ORD,SEA,19,1,0
2019,8,AA,LAX,DFW,6,8,0
2019,8,UA,MCO,DEN,13,0,0
2019,8,DL,LAX,ATL,1,0,0
2019,8,UA,MCO,LAX,13,4,0
2019,8,UA,SEA,DEN,8,17,0
2019,8,DL,MCO,LAX,7,10,0
2019,8,UA,DEN,LAX,7,7,0
2019,8,DL,MCO,ATL,4,1,0
2019,8,UA,LAX,DFW,0,18,0
2019,8,DL,SEA,MCO,9,3,0
2019,8,DL,MCO,DFW,0,17,0
2019,8,DL,LAX,ORD,8,10,0
2019,8,DL,SEA,SFO,11,15,0
2019,8,AA,LAX,DEN,4,15,0
2019,8,WN,DEN,SEA,5,9,0
2019,8,UA,ORD,MCO,16,4,0
2019,8,DL,DFW,LAX,4,0,0
2019,8,DL,DEN,JFK,14,0,0
2019,8,DL,SEA,SFO,6,17,0
2019,8,WN,LAX,ORD,0,14,0
2019,8,DL,LAX,SEA,0,4,0
2019,8,WN,DFW,SEA,7,1,0
2019,8,DL,JFK,MCO,0,9,0
2019,8,AA,SFO,DFW,7,21,0
2019,8,AA,DEN,LAX,17,21,0
2019,8,UA,LAX,ATL,6,3,0
2019,8,UA,DFW,SEA,14,14,0
2019,8,AA,ORD,ATL,0,10,0
2019,8,UA,ATL,DFW,23,0,0
2019,8,UA,ATL,JFK,4,6,0
2019,8,AA,ATL,LAX,16,20,0
2019,8,WN,DEN,ORD,2,8,0
2019,8,DL,SFO,SEA,0,2,0
